ESCUELA,EDAD,SEXO,EST_CIVIL,HIJOS,TRABAJA_ESTUDIA,VIVE_SOLO,NIVEL_SOCIO_ECON,SEMESTRE,PPACumulado,PPAnterior
DERECHO,34,1,0,1,1,0,2,9,16.328,15.632
DERECHO,24,1,0,0,0,0,0,11,16.987,16.682
DERECHO,22,1,0,0,1,1,2,8,15.025,15.05
DERECHO,23,1,0,0,1,0,2,12,15.216,14.85
DERECHO,17,1,0,0,0,0,0,1,17.486,16.68
DERECHO,17,1,0,0,1,1,0,3,15.278,15.625
DERECHO,25,1,0,0,1,1,2,5,17.352,17.143
DERECHO,23,0,0,0,1,1,2,6,16.647,17.1
DERECHO,25,1,0,0,0,0,2,8,9.966,13.6
DERECHO,24,1,0,0,1,1,0,8,15.073,14
DERECHO,19,1,0,0,1,0,2,2,14.745,14.727
DERECHO,22,0,0,0,0,1,2,6,18.485,18.727
DERECHO,24,0,0,0,1,0,2,8,15.819,16
DERECHO,19,0,0,0,0,0,0,3,16.826,16.75
DERECHO,20,1,0,0,0,0,0,7,14.017,9
DERECHO,23,0,0,0,1,1,2,11,16.195,15.688
DERECHO,19,1,0,0,0,0,2,5,15.733,15.318
DERECHO,30,0,0,0,1,0,0,8,15.296,16.476
DERECHO,22,0,0,0,1,0,0,12,14.746,14.95
DERECHO,31,0,0,1,1,1,2,8,0,0
DERECHO,26,0,0,0,1,1,1,11,14.701,12.316
DERECHO,27,1,0,0,1,0,0,8,16.04,14.8
DERECHO,38,1,2,1,1,0,0,8,14.868,11.368
DERECHO,20,1,0,0,0,0,1,7,14.367,10.636
DERECHO,22,0,0,0,1,1,2,9,16.496,16.05
DERECHO,22,0,1,0,0,1,2,10,14.568,14.429
DERECHO,29,1,2,0,1,0,0,9,15.765,15.55
DERECHO,44,0,0,1,1,1,0,4,16.163,16.15
DERECHO,17,1,0,0,0,0,2,1,15.974,15.118
DERECHO,22,1,0,0,1,1,1,10,16.008,15
DERECHO,31,1,0,0,1,1,1,10,16.382,16.3
DERECHO,23,1,0,0,1,1,2,5,15.112,14.5
DERECHO,18,1,0,0,0,0,1,3,15.317,11.556
DERECHO,25,0,2,0,1,0,0,9,15.213,15.316
DERECHO,20,1,0,0,1,0,2,7,16.011,15.273
DERECHO,35,1,0,0,1,1,2,10,14.679,13.385
DERECHO,26,1,0,1,1,0,1,10,14.885,14.8
DERECHO,23,0,0,0,1,1,2,12,15.958,15.85
DERECHO,23,0,0,0,1,0,1,7,15.418,15.25
DERECHO,25,0,0,0,1,0,1,11,15.152,13.118
DERECHO,34,0,2,1,1,0,2,11,15.236,13.882
DERECHO,20,1,0,0,0,0,2,8,15.996,14
DERECHO,22,1,0,0,0,0,1,11,14.35,14.947
DERECHO,21,1,0,0,0,0,0,6,15.667,15.632
DERECHO,18,0,0,0,1,1,2,2,14.614,14.211
DERECHO,27,1,0,0,1,0,2,12,15.798,13.955
DERECHO,23,1,0,0,0,1,2,6,14.746,15.588
DERECHO,17,0,0,0,0,0,1,1,16.899,16.6
DERECHO,21,0,0,0,1,1,0,9,12.962,15.227
DERECHO,17,0,0,0,0,0,2,1,16.726,15.4
DERECHO,22,1,0,0,1,1,1,10,14.766,14.25
DERECHO,24,0,0,0,1,1,2,8,14.863,14.353
DERECHO,22,1,0,0,0,1,1,11,14.432,12.045
DERECHO,18,1,0,0,0,0,1,3,14.719,13.889
DERECHO,24,1,0,0,0,0,2,10,15.869,15.8
DERECHO,23,1,0,0,1,0,0,12,14.437,11.238
DERECHO,31,0,2,1,1,0,2,7,16.102,16.409
DERECHO,20,1,0,0,0,0,0,4,15.878,15.9
DERECHO,36,0,2,1,1,0,2,12,15.988,15.636
DERECHO,26,0,0,0,1,1,2,8,14.638,15.25
DERECHO,21,1,0,1,1,1,2,9,17.261,17.059
DERECHO,26,0,0,0,1,0,1,5,15.827,15.944
DERECHO,32,0,0,0,1,0,2,10,16.12,16.467
DERECHO,21,1,0,0,1,0,0,7,17.104,16.706
DERECHO,24,1,0,0,0,1,0,9,15.769,15.714
DERECHO,21,1,0,0,1,0,2,6,16.347,16.409
DERECHO,25,1,0,1,1,0,1,12,17.592,17.882
DERECHO,36,0,1,1,1,0,0,12,15.671,16.722
DERECHO,22,0,0,0,1,0,0,4,15.694,17.091
DERECHO,23,0,0,0,1,0,1,6,14.983,14.733
DERECHO,17,1,0,0,1,0,2,1,14.587,15.318
DERECHO,25,1,0,0,1,0,0,12,16.468,16.5
DERECHO,24,1,0,0,1,0,1,12,14.872,15.75
DERECHO,21,0,0,0,0,0,0,8,12.389,12.095
DERECHO,33,0,2,1,1,0,0,10,14.723,16.105
DERECHO,20,1,0,0,1,1,1,9,14.606,14.632
DERECHO,18,0,0,0,0,0,1,3,15.37,15.591
DERECHO,25,0,2,1,1,0,1,5,15.885,15.7
DERECHO,24,1,0,0,1,0,1,7,15.61,16.35
DERECHO,21,0,1,1,1,1,0,6,16.856,16.667
DERECHO,20,1,0,0,1,0,2,7,15.581,15.389
DERECHO,20,0,0,0,0,0,0,7,13.459,14.9
DERECHO,21,1,0,0,1,1,2,12,14.547,14.412
DERECHO,25,0,0,0,0,0,0,12,15.534,15.278
DERECHO,21,0,0,0,0,0,2,9,15.421,15.85
DERECHO,27,1,0,0,1,1,0,9,15.971,15.6
DERECHO,23,1,0,1,1,0,2,10,15.258,15.85
DERECHO,26,0,0,0,1,1,2,6,14.984,15.7
DERECHO,21,1,1,0,0,0,0,5,14.864,14.9
DERECHO,19,1,0,0,0,0,1,2,13.788,11.176
DERECHO,35,0,0,0,1,1,1,10,15.336,12.8
DERECHO,36,1,0,1,1,0,0,3,15.037,15.737
DERECHO,18,0,0,0,1,0,1,2,15.506,12.071
DERECHO,20,0,0,0,1,0,0,4,14.678,12.778
DERECHO,27,1,0,1,1,1,2,11,15.611,14.85
DERECHO,22,0,0,0,1,0,1,11,15.263,10.667
DERECHO,30,0,0,1,1,1,2,8,15.531,15.474
DERECHO,21,1,0,0,0,0,1,9,15.584,15.632
DERECHO,22,1,0,0,1,1,0,9,15,14.286
DERECHO,22,0,0,0,1,0,2,10,17.149,17.238
DERECHO,17,0,0,0,1,0,0,2,15.569,15.8
DERECHO,35,0,1,1,1,0,1,4,16.698,17.45
DERECHO,17,1,0,0,0,0,1,1,13.381,8.889
DERECHO,20,1,0,0,1,1,1,8,14.283,13.4
DERECHO,20,1,0,0,1,1,0,6,14.229,8.227
DERECHO,21,0,0,0,0,1,1,2,13.372,13.714
DERECHO,23,0,0,0,1,1,1,1,15.373,14.95
DERECHO,21,0,0,0,1,0,0,4,15.903,15.154
DERECHO,23,1,0,1,1,0,1,3,15.724,16.5
DERECHO,18,1,0,0,0,0,1,2,16.319,16.65
DERECHO,25,0,0,0,1,0,1,11,15.342,11.722
DERECHO,21,0,0,0,1,1,2,8,15.587,15.15
DERECHO,20,1,0,0,1,0,0,9,17.441,16.88
DERECHO,41,0,0,1,1,0,1,11,16.809,16.5
DERECHO,17,1,0,0,1,0,2,1,15.658,15.65
DERECHO,28,0,0,0,1,1,1,4,15.473,15.619
DERECHO,21,1,0,0,0,0,2,9,15.872,16.95
DERECHO,18,0,0,0,1,1,2,2,15.622,15.2
DERECHO,23,0,0,0,1,1,2,5,17.106,17.045
DERECHO,46,0,1,0,1,0,2,11,14.945,14.789
DERECHO,18,1,0,0,0,0,1,3,14.368,15.5
DERECHO,23,1,0,0,1,0,2,11,16.081,16.15
DERECHO,29,1,2,1,1,0,0,10,16.55,15.7
DERECHO,23,1,0,0,0,1,0,9,15.219,15.364
DERECHO,22,1,0,0,1,0,0,10,17.071,16.95
DERECHO,17,1,0,0,1,0,0,1,15.217,15.7
DERECHO,36,0,2,0,1,0,1,11,17.249,17.176
DERECHO,21,1,0,0,0,0,1,9,14.72,12.1
DERECHO,23,1,0,0,1,0,2,11,16.685,16.45
DERECHO,23,0,0,0,0,1,0,9,16.925,17.3
DERECHO,22,0,0,0,1,0,2,11,16.945,16.4
DERECHO,17,1,0,0,1,0,2,1,16.207,16.45
DERECHO,25,1,0,0,1,0,0,12,15.643,15.85
DERECHO,19,0,0,0,0,0,2,5,15.965,15.211
DERECHO,22,1,0,0,0,0,1,4,15.978,16
DERECHO,22,1,0,0,1,0,1,6,14.851,14.429
DERECHO,25,0,0,0,1,0,1,11,14.793,14.105
DERECHO,18,1,0,0,0,0,2,2,15.498,14.059
DERECHO,18,0,0,0,0,0,0,1,15.865,16.05
DERECHO,48,1,0,0,1,0,1,6,14.91,15.45
DERECHO,18,0,0,0,0,0,2,2,16.678,16.75
DERECHO,22,0,0,0,0,0,1,11,16.697,17.15
DERECHO,22,1,0,0,1,0,1,10,14.819,15
DERECHO,28,0,0,0,1,0,0,6,14.894,14.15
DERECHO,22,1,0,0,1,0,0,7,14.46,13.8
DERECHO,24,0,0,0,1,0,1,9,11.819,8
DERECHO,23,1,0,1,1,0,1,12,16.139,16.286
DERECHO,21,0,0,0,1,0,2,6,14.58,11.111
DERECHO,20,0,1,1,1,1,2,8,16.253,15.864
DERECHO,20,0,0,0,0,0,1,2,14.395,15.095
DERECHO,19,1,0,0,1,1,2,3,15.292,14.3
DERECHO,27,1,0,1,1,1,2,12,14.991,14.35
DERECHO,24,1,0,0,0,0,2,10,9.468,9.273
DERECHO,23,1,0,0,1,0,0,10,14.333,13.619
DERECHO,24,1,2,1,1,0,0,6,15.926,16.2
DERECHO,25,0,0,0,1,1,1,7,15.413,14.222
DERECHO,23,0,0,0,1,1,0,3,15.4,15.273
DERECHO,26,1,0,0,0,1,2,8,15.208,15.111
DERECHO,19,1,0,0,1,1,0,4,16.116,16.944
DERECHO,22,1,0,0,1,1,0,5,14.384,15.071
DERECHO,21,1,0,0,0,0,1,9,15.889,14.25
DERECHO,17,0,0,0,1,0,1,1,14.624,14.381
DERECHO,21,0,0,1,0,1,2,5,15.32,15.6
DERECHO,29,0,0,0,1,0,2,8,16.156,14
DERECHO,26,0,0,0,1,1,1,12,16.02,17
DERECHO,23,0,0,0,1,1,2,12,16.749,15.45
DERECHO,28,1,2,1,1,0,1,7,15.081,14.7
DERECHO,23,0,0,0,1,0,2,9,15.323,13.7
DERECHO,27,1,0,0,1,0,2,5,16.22,15
DERECHO,27,1,2,1,1,0,1,6,14.793,15.053
DERECHO,22,1,0,0,1,1,2,12,16.304,14.737
DERECHO,18,1,0,0,1,0,1,5,14.843,12.095
DERECHO,18,1,0,0,1,0,1,2,15.182,15
DERECHO,18,0,0,0,0,0,1,2,16.542,16.3
DERECHO,19,1,0,0,1,1,0,7,14.967,13.4
DERECHO,22,1,0,0,1,0,1,11,16.303,16.222
DERECHO,22,0,0,0,0,0,1,8,14.848,15
DERECHO,20,0,0,0,1,0,0,6,16.992,16.8
DERECHO,21,0,0,0,1,1,2,9,15.823,16.45
DERECHO,25,1,0,1,0,0,1,8,15.178,15.722
DERECHO,22,0,0,0,1,1,0,8,16.287,16.35
DERECHO,26,1,0,0,1,0,2,8,15.363,15.909
DERECHO,21,0,0,0,0,0,2,8,15.964,15.5
DERECHO,18,1,0,0,0,0,1,1,15.057,14.6
DERECHO,16,0,0,0,0,1,2,1,15.793,15.95
DERECHO,19,0,0,0,1,0,1,3,17.34,17.235
DERECHO,19,1,0,0,0,0,0,3,15.471,15.471
DERECHO,18,1,0,0,0,1,0,3,15.464,14.591
DERECHO,18,1,0,0,1,1,0,2,14.174,14.727
DERECHO,19,1,0,0,1,0,1,5,15.164,14.375
DERECHO,22,1,0,0,1,0,0,10,16.725,14.75
DERECHO,20,0,0,0,1,0,1,5,15.727,14.818
DERECHO,21,0,0,0,0,0,2,2,15.23,12.7
DERECHO,18,0,0,0,1,0,2,3,14.849,15.3
DERECHO,23,0,1,1,1,0,0,10,15.255,13.85
DERECHO,22,1,0,0,1,0,1,11,16.763,16.609
DERECHO,33,0,2,1,1,0,2,11,14.695,15.75
DERECHO,21,1,0,0,1,1,1,6,16.377,15.273
DERECHO,22,0,0,0,1,0,2,11,15.36,17.217
DERECHO,53,1,0,0,1,0,2,12,16.172,14.611
DERECHO,21,1,0,0,0,1,2,6,15.22,15.9
DERECHO,20,1,0,0,0,0,1,7,15.392,16.2
DERECHO,23,1,0,0,0,0,1,13,15.492,16.55
DERECHO,25,0,0,0,1,1,1,12,12.238,4.25
DERECHO,21,0,0,0,1,0,1,4,16.346,15.35
DERECHO,26,0,0,0,1,0,0,10,16.734,17.412
DERECHO,20,0,0,0,0,0,1,6,16,14.895
DERECHO,20,1,0,0,1,0,1,7,17.715,18.167
DERECHO,21,1,0,0,1,0,0,7,15.808,15.545
DERECHO,39,0,2,1,1,0,0,7,17.408,16.294
DERECHO,21,0,0,0,1,1,1,7,14.57,14.455
DERECHO,21,0,0,0,1,0,0,4,18.103,18.087
DERECHO,30,0,0,0,1,1,2,7,16.517,16.2
DERECHO,25,1,0,0,1,1,0,4,14.825,15.533
DERECHO,24,0,0,0,1,0,1,8,16.083,17.476
DERECHO,27,1,0,0,1,1,2,11,17.027,17.15
DERECHO,25,0,0,1,1,0,1,11,16.854,15.864
DERECHO,22,0,0,0,1,0,0,1,17.692,17.261
DERECHO,21,1,2,0,1,0,0,8,17.239,17
DERECHO,22,0,0,0,1,0,1,10,15.858,14.7
DERECHO,20,1,0,0,0,0,1,6,17.732,16
DERECHO,21,0,0,0,1,0,2,9,16.93,16.85
DERECHO,27,0,0,0,1,1,0,9,16.457,16.85
DERECHO,22,0,0,0,1,0,2,6,17.281,17.278
DERECHO,25,0,0,0,1,0,1,4,16.328,16.727
DERECHO,23,0,0,0,1,1,1,12,17.584,17.412
DERECHO,19,1,0,0,0,0,2,6,16.977,16.9
DERECHO,29,0,0,0,1,0,0,11,15.54,16.2
DERECHO,23,1,0,0,0,0,2,9,17.289,17.857
DERECHO,24,0,0,0,1,0,2,8,15.603,15.091
DERECHO,20,1,0,0,0,0,2,3,17.692,18.727
DERECHO,39,0,0,0,1,1,2,3,16.557,17.545
DERECHO,28,0,0,0,1,1,2,11,16.742,17.136
DERECHO,23,1,0,0,1,1,0,3,17.386,17.727
DERECHO,19,0,2,0,0,1,2,6,17.257,17.45
DERECHO,38,0,1,1,1,0,1,10,15.031,14
DERECHO,23,0,0,0,1,0,2,12,13.576,15.273
DERECHO,21,1,0,0,0,0,0,7,16.299,16.235
DERECHO,22,1,0,0,1,1,1,7,15.503,14.263
DERECHO,17,1,0,0,1,1,0,1,15.915,15.905
DERECHO,20,0,0,0,0,0,0,6,17.143,15.15
DERECHO,21,1,0,0,1,0,2,6,7.295,8.2
DERECHO,24,0,0,0,1,0,2,9,16.813,16.682
DERECHO,24,1,0,0,1,0,2,12,17.087,16.7
DERECHO,22,1,0,0,1,0,0,9,17.584,17.412
DERECHO,22,1,0,0,1,0,2,10,17.266,17.077
DERECHO,22,1,0,0,0,0,1,9,17.273,16.75
DERECHO,21,1,0,0,0,0,1,3,0,0
DERECHO,18,1,0,0,1,0,1,1,13.991,13.636
DERECHO,27,1,0,1,1,1,0,9,15.944,16.045
DERECHO,25,0,0,0,1,1,0,6,10.402,12.3
DERECHO,22,1,0,0,1,1,0,2,14.135,13.591
DERECHO,35,1,2,1,1,1,0,8,15.665,15.154
DERECHO,22,0,0,0,1,0,1,12,16.341,15.6
DERECHO,42,0,2,1,1,0,0,8,15.417,14.818
DERECHO,21,1,0,0,0,0,1,11,16.136,16.9
DERECHO,23,1,1,0,1,0,2,10,16.721,17.125
DERECHO,21,1,0,0,1,0,0,8,17.614,16.9
DERECHO,21,1,0,0,1,0,0,4,16.937,16.826
DERECHO,25,1,0,0,0,0,1,6,16.511,16.053
DERECHO,20,0,0,0,0,0,0,2,17.344,17.25
DERECHO,21,0,0,0,0,0,1,8,17.465,17.235
DERECHO,24,1,0,0,1,0,1,12,17.432,17.765
DERECHO,22,0,0,0,0,0,2,8,15.167,13.882
DERECHO,24,1,0,0,1,1,2,7,16.571,17.25
DERECHO,22,1,1,0,1,1,1,10,16.871,16.45
DERECHO,20,1,0,0,1,0,2,6,16.425,15.944
DERECHO,24,0,0,0,1,0,0,14,16.869,16.55
DERECHO,21,1,0,0,1,0,2,8,15.992,15.4
DERECHO,41,1,1,1,1,0,1,9,15.032,14.762
DERECHO,29,1,0,1,1,0,1,5,16.919,15.944
DERECHO,27,0,0,0,1,1,0,11,17.261,17.412
DERECHO,19,0,1,0,0,0,2,6,15.489,15.474
DERECHO,20,0,0,1,1,0,1,6,15.858,15.5
DERECHO,36,0,0,1,1,0,1,9,17.232,17.235
DERECHO,19,1,0,0,0,0,1,5,16.611,16.5
DERECHO,23,0,0,0,1,0,2,11,12.345,7.727
DERECHO,19,0,0,0,1,0,0,2,16.043,15.95
DERECHO,26,0,0,0,1,1,0,12,16.668,16.8
DERECHO,18,0,0,0,0,0,0,2,16.523,17
DERECHO,26,1,0,0,1,0,0,6,16.729,13.85
DERECHO,18,1,0,0,1,0,0,5,16.783,15.95
DERECHO,27,1,0,1,1,0,0,11,16.302,15.778
DERECHO,21,1,0,0,1,0,1,6,16.782,17
DERECHO,20,1,0,0,1,1,0,4,18.145,17.824
DERECHO,20,1,0,0,1,0,1,4,17.253,17.15
DERECHO,21,1,0,0,0,0,0,10,0,0
DERECHO,20,1,0,0,0,0,0,6,16.074,14.545
DERECHO,27,1,1,1,1,0,1,7,14.278,10.045
DERECHO,20,0,0,0,1,1,1,9,15.915,14.077
DERECHO,19,1,0,0,1,0,1,3,15.313,14.333
DERECHO,24,0,0,0,1,1,1,12,15.488,14.35
DERECHO,19,1,0,0,1,0,2,5,17.398,16.87
DERECHO,22,1,0,0,1,0,1,10,16.933,17.2
DERECHO,18,1,0,0,1,0,1,5,15.71,16.263
DERECHO,22,0,0,0,1,0,2,10,15.622,16
DERECHO,21,1,0,0,1,1,1,9,17.515,17.318
DERECHO,23,1,0,0,1,0,0,9,3.942,2.737
DERECHO,35,0,2,1,1,0,2,10,14.443,16.5
DERECHO,19,1,0,0,1,1,1,4,17.227,16.647
DERECHO,22,1,0,0,1,0,0,12,16.168,17
DERECHO,23,0,0,0,1,0,0,3,16.442,15.7
DERECHO,26,0,0,1,1,0,0,11,15.743,12.35
DERECHO,22,0,0,0,1,1,1,6,13.635,11.111
DERECHO,24,1,0,0,1,0,2,4,15.101,13.737
DERECHO,20,1,0,0,0,0,2,9,17.181,17.05
DERECHO,27,1,0,0,0,0,2,11,17.03,16.7
DERECHO,24,1,0,0,1,0,0,11,16.855,16.4
DERECHO,28,0,0,0,1,1,1,11,15.336,14.889
DERECHO,26,1,2,1,1,0,0,6,17.857,17.857
DERECHO,29,1,0,0,1,1,0,9,17.126,16.318
DERECHO,22,1,0,0,1,0,0,9,14.754,15.5
DERECHO,23,0,0,0,1,1,1,10,17.289,16.95
DERECHO,25,0,0,0,0,1,0,7,14.415,13.455
DERECHO,20,1,0,0,1,1,2,6,17.697,17.235
DERECHO,25,1,0,0,1,1,2,11,16.563,18
DERECHO,23,1,0,0,1,1,0,10,15.486,15.043
DERECHO,20,0,2,0,1,0,0,5,16.119,16
DERECHO,18,1,0,0,1,0,2,3,17.176,16.538
DERECHO,21,1,0,0,1,1,2,6,15.174,15.647
DERECHO,25,0,0,0,1,1,2,10,15.745,15.2
DERECHO,31,0,1,1,1,0,2,1,14.654,14.818
DERECHO,26,0,0,1,1,0,2,11,16.763,14.9
DERECHO,17,1,0,0,0,0,2,1,14.755,12.773
DERECHO,23,1,0,0,1,1,1,11,14.593,15.65
DERECHO,19,0,0,0,0,0,1,7,17.158,17
DERECHO,23,1,0,0,1,0,1,7,16.187,15.65
DERECHO,22,1,0,0,0,0,2,11,17.647,17.7
DERECHO,23,1,0,0,1,1,1,6,15.824,15.85
DERECHO,19,0,0,0,1,1,1,5,15.33,11.619
DERECHO,21,1,0,0,0,0,2,7,17.324,16.55
DERECHO,22,1,0,0,0,0,1,7,13.955,14.182
DERECHO,19,0,0,0,1,1,2,3,15.495,16
DERECHO,19,1,0,0,1,0,2,5,15.842,16.529
DERECHO,27,1,0,0,1,0,1,12,16.869,17.25
DERECHO,19,0,0,0,0,0,2,4,16.021,15.85
DERECHO,19,0,0,0,0,0,2,4,17.273,16.417
DERECHO,28,1,0,0,1,0,0,12,15.247,13.5
DERECHO,21,1,0,0,1,0,1,6,15.142,13.75
DERECHO,28,1,0,0,1,0,1,12,15.483,14.429
DERECHO,20,0,0,0,1,0,2,7,17.212,15.417
DERECHO,23,1,0,0,1,0,2,9,16.131,15.6
DERECHO,31,1,0,1,1,1,0,7,15.2,14.9
DERECHO,26,1,0,0,1,1,1,11,5.205,1.143
DERECHO,21,1,0,0,1,1,2,10,14.631,10.1
DERECHO,25,1,0,0,1,0,1,10,14.641,14.667
DERECHO,28,0,0,0,1,1,2,12,15.755,11.118
DERECHO,20,1,0,0,1,1,2,5,16.758,16.471
DERECHO,23,0,0,0,1,1,0,11,13.911,14.667
DERECHO,22,0,2,0,1,0,0,4,16.353,16.45
DERECHO,25,1,0,0,1,1,1,10,16.445,16
DERECHO,18,1,0,0,0,1,1,2,16.784,16.3
DERECHO,20,1,0,0,1,0,0,6,17.324,17.2
DERECHO,21,0,0,0,1,1,1,6,15.436,12.182
DERECHO,23,0,0,0,0,0,0,11,16.443,16.9
DERECHO,21,1,0,0,1,0,1,3,12.889,7.333
DERECHO,20,1,0,0,0,0,2,7,16.732,16.7
DERECHO,25,1,2,1,1,0,0,12,17.082,17
DERECHO,21,1,0,0,1,0,0,10,16.804,16.1
DERECHO,23,1,0,0,1,1,1,6,16.612,16.1
DERECHO,22,1,0,0,1,1,0,8,17.162,16.35
DERECHO,28,0,0,0,1,1,2,8,14.622,12.353
DERECHO,29,1,0,0,1,1,0,9,15.515,14.389
DERECHO,19,1,0,0,0,0,1,2,15.709,16
DERECHO,22,1,0,0,0,0,2,5,16.643,16.2
DERECHO,22,0,0,0,0,0,1,7,13.357,12.733
DERECHO,32,0,0,0,1,1,1,12,15.811,15.3
DERECHO,20,1,0,0,0,0,2,6,16.432,15.9
DERECHO,18,1,0,0,0,0,2,2,15.958,14.824
DERECHO,34,1,0,1,1,0,1,6,16.636,16.045
DERECHO,22,0,0,0,0,0,0,6,14.609,13.619
DERECHO,19,1,0,0,0,0,1,6,15.973,15.5
DERECHO,26,1,0,0,1,0,2,11,16.051,16.316
DERECHO,26,1,0,0,1,1,2,7,15.61,15
DERECHO,20,1,0,0,0,1,2,7,16.88,16.2
DERECHO,21,0,2,1,1,0,2,8,16.573,16.35
DERECHO,27,1,0,0,1,0,0,8,17.677,17.7
DERECHO,26,1,0,0,1,0,1,11,14.845,11.864
DERECHO,21,1,0,0,0,0,0,8,16.651,16.3
DERECHO,22,1,0,0,1,0,1,11,15.42,14.818
DERECHO,22,0,0,0,0,0,0,8,16.422,16
DERECHO,17,1,0,0,0,0,2,1,16.162,15
DERECHO,23,0,0,0,1,1,0,6,16.577,16.65
DERECHO,27,0,2,0,1,1,0,9,16.031,13.1
DERECHO,36,0,0,1,1,1,0,9,14.81,16.118
DERECHO,23,0,0,0,1,1,0,12,15.928,13.65
DERECHO,20,0,0,0,1,1,0,4,14.498,14.619
DERECHO,20,1,0,0,1,0,2,7,15.547,15.05
DERECHO,26,1,0,0,0,1,0,10,17.389,17.5
DERECHO,19,0,0,0,1,1,0,5,14.881,9.167
DERECHO,35,0,2,1,0,0,1,12,16.453,17.167
DERECHO,18,1,0,0,0,0,1,3,17.485,17.864
DERECHO,20,1,0,0,1,1,1,3,16.86,17.55
DERECHO,23,1,0,0,1,0,1,11,16.119,16.105
DERECHO,22,0,0,0,1,0,2,9,17.089,17.5
DERECHO,22,1,0,0,1,0,1,9,14.972,13.364
DERECHO,21,0,0,0,1,1,0,4,15.563,14.941
DERECHO,28,1,1,1,1,0,0,10,16.782,16.65
DERECHO,35,0,0,0,1,1,2,11,17.444,16.882
DERECHO,25,1,0,0,1,0,2,11,14.537,14.182
DERECHO,18,1,0,0,0,0,0,3,17.534,18
DERECHO,20,1,0,0,0,0,0,8,16.487,15.765
DERECHO,24,0,0,0,1,1,1,1,17.145,17.118
DERECHO,22,0,0,0,1,1,2,11,17.171,16.458
DERECHO,17,0,0,0,0,1,0,1,17.134,16.824
DERECHO,19,0,0,0,1,0,1,1,15.81,14.9
DERECHO,28,0,0,1,1,0,0,12,14.774,16.095
DERECHO,30,0,0,1,1,0,0,12,14.614,15.056
DERECHO,27,0,0,0,1,0,1,9,17.668,17.941
DERECHO,21,1,0,0,0,0,0,7,15.63,16
DERECHO,22,1,0,0,1,1,1,11,16.393,16.667
DERECHO,24,0,0,0,1,0,1,10,15.298,5.091
DERECHO,26,0,0,0,0,0,0,10,16.226,15.85
DERECHO,18,0,0,0,1,0,0,2,16.34,16.1
DERECHO,23,1,0,0,1,0,1,11,14.959,11.235
DERECHO,20,0,0,0,1,0,1,8,17.614,17.5
DERECHO,53,1,0,1,1,0,2,8,17.017,16.5
DERECHO,24,1,0,1,1,0,1,9,14.8,11.619
DERECHO,20,1,0,0,1,0,1,6,14.852,16
DERECHO,21,1,0,0,1,0,1,8,15.232,15.75
DERECHO,22,1,1,0,1,0,1,9,15.379,15.909
DERECHO,28,0,2,1,1,0,2,7,15.486,14.353
DERECHO,17,1,0,0,0,0,0,1,17.047,13.6
DERECHO,21,0,2,0,1,1,0,5,17.584,16.7
DERECHO,18,1,0,0,1,0,1,2,17.324,17
DERECHO,22,0,0,0,1,1,1,10,14.755,14.952
DERECHO,31,0,0,0,1,0,0,11,17.755,16.95
DERECHO,20,0,0,0,0,1,0,9,17.162,16.318
DERECHO,29,0,0,0,1,1,0,3,16.884,16.3
DERECHO,20,1,0,0,1,0,2,6,16.706,16.3
DERECHO,28,1,2,1,1,0,2,12,15.966,15.3
DERECHO,22,0,0,0,1,1,2,12,14.991,14.6
DERECHO,21,1,0,1,0,1,0,9,16.844,16.7
DERECHO,22,1,0,0,1,1,0,10,16.826,16.9
DERECHO,24,0,0,0,1,0,1,12,17.14,16.75
DERECHO,59,1,0,1,1,1,0,8,16.284,14.65
DERECHO,21,1,0,0,0,1,1,9,14.774,16.381
DERECHO,22,0,0,0,1,0,1,8,15.196,14
DERECHO,20,1,0,0,1,0,0,5,15.734,15.176
DERECHO,43,1,0,1,1,1,1,10,16.349,15.95
DERECHO,29,0,0,0,1,0,2,4,15.119,15.333
DERECHO,20,1,0,0,1,0,0,6,15.373,13.6
DERECHO,23,0,0,0,1,1,1,7,16.189,16.25
DERECHO,23,0,0,0,1,0,1,12,17.488,16.75
DERECHO,18,0,0,0,0,0,2,3,17.247,17.545
DERECHO,24,0,0,0,1,0,0,9,14.881,13.158
DERECHO,31,0,0,0,1,1,1,9,15.953,15.15
DERECHO,25,1,0,1,1,0,1,4,16.504,15.15
DERECHO,25,1,0,0,1,1,0,9,15.894,15
DERECHO,23,1,0,0,1,1,1,12,14.688,12.19
DERECHO,24,0,0,0,0,0,1,10,17.046,16.6
DERECHO,19,0,0,0,1,0,1,3,16.513,16.85
DERECHO,18,1,0,0,1,1,1,4,15.898,15.412
DERECHO,34,0,2,0,1,0,1,12,15.21,14.188
DERECHO,31,0,0,1,1,1,1,14,14.83,15.286
DERECHO,21,1,0,0,1,1,2,6,16.896,16.522
DERECHO,21,1,0,0,1,0,2,11,16.598,15.55
DERECHO,22,1,0,0,1,0,1,10,17.484,16.9
DERECHO,18,1,0,0,0,0,0,2,14.682,14.824
DERECHO,18,1,0,1,0,0,2,2,16.755,16.85
DERECHO,20,1,0,0,0,0,0,5,15.504,15.105
DERECHO,27,1,0,0,1,1,1,5,15.775,15.95
DERECHO,27,0,0,0,1,0,2,4,16.8,17.6
DERECHO,23,1,0,0,1,1,2,12,17.556,18.792
DERECHO,20,1,0,0,1,1,1,5,16.546,16.15
DERECHO,27,0,2,0,1,0,0,7,16.031,15.8
