ESCUELA,EDAD,SEXO,EST_CIVIL,HIJOS,TRABAJA_ESTUDIA,VIVE_SOLO,NIVEL_SOCIO_ECON,SEMESTRE,PPACumulado,PPAnterior
ECONOMÍA,20,1,0,0,1,1,0,5,15.169,15.182
ECONOMÍA,27,1,0,0,0,0,1,10,15.141,15.727
ECONOMÍA,22,1,0,0,0,0,2,10,16.245,16
ECONOMÍA,20,1,0,0,0,0,1,2,18.026,17.182
ECONOMÍA,24,1,0,0,0,0,0,8,14.773,14.545
ECONOMÍA,23,0,0,0,0,1,1,10,14.236,14
ECONOMÍA,21,0,0,0,0,0,1,7,14.75,13.955
ECONOMÍA,24,0,0,0,0,1,2,9,11.212,13
ECONOMÍA,32,1,0,0,1,1,2,7,15.993,16.227
ECONOMÍA,25,1,0,0,0,0,0,10,16.396,16
ECONOMÍA,21,1,0,0,0,1,1,8,13.542,15.591
ECONOMÍA,27,0,0,0,0,0,2,8,14.511,15.455
ECONOMÍA,23,1,0,0,1,0,0,7,14.425,14.955
ECONOMÍA,24,0,0,0,0,1,2,8,15.305,14.818
ECONOMÍA,18,0,0,0,0,0,1,3,17.065,16.409
ECONOMÍA,26,0,0,0,1,0,0,10,16.338,15.682
ECONOMÍA,20,1,0,0,0,0,0,5,15.494,15.591
ECONOMÍA,22,1,0,0,0,0,0,9,14.944,15.5
ENFERMERÍA,22,1,0,0,1,1,1,2,17.061,16.682
ENFERMERÍA,18,0,0,0,1,0,2,1,15.537,15.375
ENFERMERÍA,45,1,2,1,1,0,1,7,15,14.409
ENFERMERÍA,22,0,0,0,0,0,2,8,15.402,14.353
ENFERMERÍA,23,1,0,1,1,1,0,2,16.339,15.273
ENFERMERÍA,21,1,2,0,1,0,0,2,16.417,15.909
ENFERMERÍA,23,1,0,0,1,1,0,2,17.583,17.591
ENFERMERÍA,21,1,0,0,1,1,1,3,15.086,14.857
ENFERMERÍA,18,1,0,0,0,0,0,1,15.71,14.1
ENFERMERÍA,31,1,2,1,1,1,2,2,16.515,16.682
ENFERMERÍA,19,1,0,0,1,1,0,1,15.068,15.227
ENFERMERÍA,20,1,0,0,1,1,2,3,14.409,14.273
ENFERMERÍA,17,0,0,0,1,0,0,1,14.896,14.524
ENFERMERÍA,17,1,0,0,0,1,0,1,15.727,16.364
ENFERMERÍA,24,1,2,1,1,0,1,7,15.328,14.762
ENFERMERÍA,28,0,0,0,1,1,1,4,15.4,14.818
ENFERMERÍA,23,1,0,0,1,0,2,7,14.563,13.947
ENFERMERÍA,18,1,0,0,1,0,1,2,15.438,15.045
ENFERMERÍA,30,1,0,0,1,1,1,4,15.204,14.95
ENFERMERÍA,22,1,0,0,1,1,2,2,16.182,15.227
ENFERMERÍA,28,1,0,0,1,1,1,8,16.013,15.636
ENFERMERÍA,21,1,0,0,1,1,2,6,16.75,16.682
ENFERMERÍA,20,1,0,0,1,0,1,3,15.8,15.182
ENFERMERÍA,19,1,0,0,1,1,1,11,15.697,15.227
ENFERMERÍA,20,1,0,0,1,1,2,2,14.032,14.462
ENFERMERÍA,21,1,0,0,0,0,0,9,15.841,16.273
ENFERMERÍA,25,1,0,0,1,1,2,4,15.982,15.864
ENFERMERÍA,18,0,0,0,1,0,2,2,13.941,12.267
ENFERMERÍA,19,1,0,0,0,0,2,3,12.765,12.722
ENFERMERÍA,22,0,0,0,1,0,0,2,15.977,15.727
ENFERMERÍA,20,1,0,0,1,1,1,3,15.51,14.882
ENFERMERÍA,18,1,0,0,1,0,1,2,15.436,14.727
ENFERMERÍA,17,0,0,0,1,1,1,1,15.667,14.905
ENFERMERÍA,20,1,0,0,1,0,1,5,10.773,15.864
ENFERMERÍA,19,1,0,0,1,0,0,2,14.788,14.2
ENFERMERÍA,33,1,0,1,1,1,0,2,16.248,15.909
ENFERMERÍA,18,1,0,0,1,1,2,2,17.382,15.909
ENFERMERÍA,38,1,2,1,1,0,1,5,15.418,15.682
ENFERMERÍA,24,1,0,0,1,0,2,3,16.118,15.227
ENFERMERÍA,26,1,0,0,1,0,2,6,14.909,14.682
ENFERMERÍA,26,0,0,0,1,0,0,7,14.581,13.182
ENFERMERÍA,17,1,0,0,1,0,0,1,15.276,14.864
ENFERMERÍA,19,1,0,0,1,0,0,3,16.159,16.273
ENFERMERÍA,17,1,0,0,0,0,2,1,9.548,5.091
ENFERMERÍA,26,1,0,0,0,0,1,7,17.886,17.409
ENFERMERÍA,22,1,0,0,0,1,0,2,16.145,15.591
ENFERMERÍA,26,1,0,1,1,0,1,8,15.568,14.773
ENFERMERÍA,32,1,0,0,1,1,2,7,14.538,13.833
ENFERMERÍA,17,1,0,0,1,0,0,1,14.819,13.882
ENFERMERÍA,21,1,0,0,1,0,2,1,15.418,14.909
ENFERMERÍA,20,1,0,0,1,0,0,1,14.345,13.409
ENFERMERÍA,23,1,0,1,1,1,0,7,14.658,14
ENFERMERÍA,24,1,0,1,1,0,0,4,17.091,16.182
ENFERMERÍA,25,1,0,1,1,1,0,2,16.336,15.773
ENFERMERÍA,35,1,2,1,1,0,2,10,17.145,16.318
ENFERMERÍA,23,1,0,0,0,1,0,8,14.735,12.85
ENFERMERÍA,21,1,0,0,0,0,0,7,15.404,14.905
ENFERMERÍA,23,1,0,0,1,0,1,8,15.882,15.455
ENFERMERÍA,20,1,0,0,0,1,0,5,15.186,14.15
ENFERMERÍA,18,1,0,0,1,1,0,2,14.511,14.111
ENFERMERÍA,18,1,0,0,1,0,0,2,15.308,14.545
ENFERMERÍA,18,1,0,0,0,0,1,1,15.973,16.227
ENFERMERÍA,19,1,0,0,0,0,2,3,15.761,15.409
ENFERMERÍA,17,0,0,0,1,0,0,1,8.455,8.455
ENFERMERÍA,29,1,0,1,1,1,2,2,14.861,13.6
ENFERMERÍA,25,1,0,0,1,1,0,6,15.951,14.65
ENFERMERÍA,23,1,0,0,0,0,1,1,14.178,13.25
ENFERMERÍA,17,1,0,0,1,1,2,1,17.034,15.773
ENFERMERÍA,33,1,1,0,1,0,1,2,15.545,15
ENFERMERÍA,27,0,0,0,1,1,0,3,12.763,12.625
ENFERMERÍA,19,1,0,0,0,0,2,2,17.182,16
ENFERMERÍA,19,1,0,0,0,0,2,5,9.8,0
ENFERMERÍA,29,1,0,0,1,0,2,5,15.58,15.545
ENFERMERÍA,19,0,0,0,1,0,0,1,5.636,5.636
ENFERMERÍA,21,1,0,0,0,0,1,4,16.943,16.364
ENFERMERÍA,21,0,0,0,0,0,2,2,13.474,12.95
ENFERMERÍA,18,1,0,0,1,0,1,2,14.852,14
ENFERMERÍA,18,1,0,0,0,0,0,1,14.458,14.4
ENFERMERÍA,32,1,2,1,1,0,0,2,15.761,15.318
ENFERMERÍA,25,0,0,0,1,0,2,4,15.307,14.545
ENFERMERÍA,44,1,1,1,1,0,2,1,14.304,13.944
ENFERMERÍA,26,1,0,0,1,1,2,4,0,0
ENFERMERÍA,23,1,0,0,1,1,1,10,15.229,15.471
ENFERMERÍA,20,1,0,0,1,0,1,5,14.208,12.955
ENFERMERÍA,23,1,0,0,1,1,0,6,14.815,14.389
ENFERMERÍA,16,1,0,0,0,0,1,1,15.298,14.222
ENFERMERÍA,22,0,0,0,0,1,0,2,16.368,16.125
ENFERMERÍA,28,1,0,0,1,1,1,1,15.917,14.778
ENFERMERÍA,23,1,0,0,1,1,0,6,15.167,14.182
ENFERMERÍA,22,1,0,0,0,0,1,10,16.859,16.136
ENFERMERÍA,17,0,0,0,1,1,2,1,14.905,14.933
ENFERMERÍA,25,1,0,0,1,1,2,1,15.205,14.545
ENFERMERÍA,21,0,0,0,1,1,2,2,15.386,15.636
ENFERMERÍA,21,1,0,0,1,1,0,6,16.289,15.647
ENFERMERÍA,19,1,0,0,1,1,0,4,15.148,14.636
ENFERMERÍA,19,1,0,0,1,1,1,2,15.886,15.273
ENFERMERÍA,21,1,0,0,1,0,1,8,14.678,13.864
ENFERMERÍA,20,0,0,0,1,0,0,2,16.977,16.364
ENFERMERÍA,36,1,0,1,1,1,0,12,14.591,14.591
ENFERMERÍA,21,1,0,0,1,1,2,4,12.061,7.455
ENFERMERÍA,19,1,0,0,1,0,2,3,15.812,15.091
ENFERMERÍA,21,1,0,0,1,0,0,6,12.069,7.615
ENFERMERÍA,23,1,0,0,1,0,1,7,15.652,14.591
ENFERMERÍA,23,1,0,0,1,1,1,9,5.516,6.85
ENFERMERÍA,37,1,0,0,1,1,0,10,15.682,16
ENFERMERÍA,24,1,0,0,1,1,1,4,11.773,13.455
ENFERMERÍA,20,1,0,0,0,1,0,6,16.015,14.727
ENFERMERÍA,19,0,0,0,1,0,0,3,14.591,14.364
ENFERMERÍA,19,1,0,0,0,0,2,4,15.894,15.182
ENFERMERÍA,38,1,0,1,1,0,2,2,13.854,12.947
ENFERMERÍA,28,1,0,1,1,1,1,3,15.227,14.091
ENFERMERÍA,32,1,0,0,1,1,2,4,15.136,13.909
ENFERMERÍA,20,1,0,0,1,0,2,5,10.838,7.389
ENFERMERÍA,21,1,0,0,0,0,1,7,0,0
ENFERMERÍA,31,0,1,1,1,1,1,7,14.614,14.045
ENFERMERÍA,23,1,0,0,1,0,1,2,0,0
ENFERMERÍA,21,1,0,0,0,0,0,7,0,0
ENFERMERÍA,22,1,0,0,1,0,2,2,16.864,16.409
ENFERMERÍA,20,1,0,0,1,0,0,1,16.136,15.818
ENFERMERÍA,37,1,0,1,1,1,2,2,14.903,14.136
ENFERMERÍA,21,1,0,0,0,0,0,5,14.1,13.1
ENFERMERÍA,24,1,0,0,0,0,2,10,16.545,16.545
ENFERMERÍA,21,1,0,0,1,1,0,10,16.068,16.455
ENFERMERÍA,22,1,0,0,1,0,0,6,15.432,16.364
ENFERMERÍA,21,1,2,0,1,0,2,8,16.515,15.318
ENFERMERÍA,22,1,0,0,0,1,1,2,15.268,16.444
ENFERMERÍA,30,1,0,0,1,0,2,10,15.909,15.909
ENFERMERÍA,23,1,0,0,1,1,2,10,16.409,16.227
ENFERMERÍA,24,1,0,0,1,1,1,7,15.591,14.318
ENFERMERÍA,27,0,0,0,1,1,2,5,17.136,17.556
ENFERMERÍA,21,1,0,0,1,1,0,7,16.091,15.045
ENFERMERÍA,24,1,0,0,1,0,2,2,15.045,13.909
ENFERMERÍA,20,1,0,0,1,1,1,4,14.879,14
ENFERMERÍA,21,1,0,0,1,0,0,7,0,0
ENFERMERÍA,19,1,0,0,0,0,1,5,16.288,15.182
ENFERMERÍA,25,1,0,0,1,1,1,6,16.273,16.045
ENFERMERÍA,18,1,0,0,1,0,1,1,15.152,14.545
ENFERMERÍA,20,1,0,0,1,0,2,3,14.955,14.273
ENFERMERÍA,26,1,0,0,1,0,1,6,15.955,15.818
ENFERMERÍA,18,1,0,0,0,0,1,2,15.818,14.773
ENFERMERÍA,19,1,0,0,0,0,0,2,9.273,2.591
ENFERMERÍA,18,1,0,0,1,0,2,2,16,15.455
ENFERMERÍA,19,1,0,0,1,0,0,4,14.152,12.909
ENFERMERÍA,26,1,0,0,1,1,0,2,14.438,12.95
ENFERMERÍA,25,1,0,0,1,0,0,10,15.455,13.955
ENFERMERÍA,24,1,0,0,0,0,0,3,14.864,13.409
ENFERMERÍA,17,0,0,0,1,0,2,1,15.75,15.455
ENFERMERÍA,32,1,0,1,1,0,0,2,15.303,14.182
ENFERMERÍA,39,1,0,1,1,0,2,6,14.939,13.136
ENFERMERÍA,21,1,0,0,1,1,2,1,14.894,14.045
ENFERMERÍA,17,1,0,0,0,1,0,1,16.795,16.455
ENFERMERÍA,18,0,0,0,1,0,1,2,14.652,13.182
ENFERMERÍA,20,1,0,0,1,1,0,4,16,15.773
ENFERMERÍA,39,1,1,1,1,0,1,10,16.182,16.182
ENFERMERÍA,17,1,0,0,0,0,2,1,15.955,14.773
ENFERMERÍA,19,0,0,0,1,0,0,2,15.909,16.273
ENFERMERÍA,17,1,0,0,1,0,2,1,14.652,13.409
ENFERMERÍA,19,1,0,0,0,0,2,5,15.955,16
ENFERMERÍA,19,1,0,0,1,1,0,2,13.917,13.737
ENFERMERÍA,22,1,0,0,1,0,2,6,15.114,14.909
ENFERMERÍA,17,1,0,0,0,0,2,1,15.932,15.591
ENFERMERÍA,29,0,0,0,1,1,2,2,11.414,4.429
ENFERMERÍA,18,1,0,0,0,0,2,1,16.568,16.409
ENFERMERÍA,21,1,0,0,1,0,0,3,16.106,15.136
ENFERMERÍA,19,1,0,0,1,0,1,4,15.515,14.591
ENFERMERÍA,22,1,0,0,1,0,2,7,16.97,16.364
ENFERMERÍA,22,1,0,0,1,0,2,4,15.561,14.636
ENFERMERÍA,34,1,0,0,1,1,1,2,16.932,16.909
ENFERMERÍA,23,1,0,0,1,0,2,11,16.023,15.818
ENFERMERÍA,25,1,0,0,1,0,2,9,14.409,12.682
ENFERMERÍA,18,1,0,0,0,0,1,2,16.705,16.818
ENFERMERÍA,25,1,0,0,1,0,0,10,16.114,15.727
ENFERMERÍA,32,1,0,0,1,1,1,6,16.53,15.818
ENFERMERÍA,18,1,0,0,1,0,1,2,15.227,14.409
ENFERMERÍA,27,1,0,0,1,1,2,14,15.045,15.045
ENFERMERÍA,23,0,0,0,1,0,1,5,14.909,14.136
ENFERMERÍA,26,1,0,0,0,0,1,8,14.265,14.632
ENFERMERÍA,24,1,0,0,1,1,2,8,16.788,15.955
ENFERMERÍA,19,1,0,0,1,1,0,1,10.823,5.318
ENFERMERÍA,22,0,0,0,1,1,0,2,16.348,15.909
ENFERMERÍA,28,0,0,0,1,1,0,1,11.238,6.045
ENFERMERÍA,39,1,2,1,1,0,1,2,16.242,15.227
ENFERMERÍA,25,1,0,1,1,0,1,10,15.75,15.222
ENFERMERÍA,21,1,0,0,1,1,0,6,17.795,17.364
ENFERMERÍA,18,1,0,0,1,1,1,1,13.594,11.1
ENFERMERÍA,18,1,0,0,1,0,0,3,15.568,16.182
ENFERMERÍA,30,1,0,0,1,0,0,7,11.659,9.591
ENFERMERÍA,22,1,0,0,1,0,1,2,14.297,12.667
ENFERMERÍA,34,0,0,0,1,1,2,2,17.023,16.818
ENFERMERÍA,20,1,0,0,1,1,0,2,16.727,16.409
ENFERMERÍA,20,1,0,0,1,1,2,4,16.205,15.636
ENFERMERÍA,29,1,0,1,1,0,0,2,16.205,15.818
ENFERMERÍA,21,1,0,0,1,0,1,8,15,15
ENFERMERÍA,25,1,0,1,1,0,2,3,16.568,16.773
ENFERMERÍA,20,1,0,0,1,0,1,2,15.705,15.364
ENFERMERÍA,16,1,0,0,0,0,2,1,13.636,13.909
ENFERMERÍA,20,0,0,0,0,0,0,2,16.727,16.682
ENFERMERÍA,25,1,0,0,1,1,1,1,17.523,17.455
ENFERMERÍA,17,1,0,0,0,0,2,1,16.227,15.955
ENFERMERÍA,24,1,0,0,1,0,0,3,14.523,14.455
ENFERMERÍA,19,1,0,0,1,1,1,2,16.068,15.909
ENFERMERÍA,22,1,0,0,0,0,2,6,16.182,16.182
ENFERMERÍA,26,1,0,0,1,0,1,7,15.432,15.727
ENFERMERÍA,22,0,0,0,0,0,2,7,16.5,15.864
ENFERMERÍA,28,1,0,1,1,0,1,6,16.091,15.636
ENFERMERÍA,21,1,0,1,1,0,0,7,14.591,14.682
ENFERMERÍA,29,0,2,0,1,0,0,6,16.386,16.136
ENFERMERÍA,33,1,1,1,1,0,1,7,15.909,15.909
ENFERMERÍA,20,1,0,0,0,1,0,5,18.636,18.636
ENFERMERÍA,24,1,0,0,1,1,2,1,14.67,14.273
ENFERMERÍA,17,1,0,0,0,0,2,1,14.545,14.182
ENFERMERÍA,40,1,2,1,1,0,2,9,17.364,17.318
ENFERMERÍA,24,0,0,0,1,1,0,2,17.727,16.955
ENFERMERÍA,21,1,0,0,1,1,1,2,16.682,16.591
ENFERMERÍA,20,0,0,0,1,1,2,1,16.227,16
ENFERMERÍA,21,1,0,0,0,0,2,8,16.818,16.545
ENFERMERÍA,28,1,0,0,0,0,0,8,8.5,8.5
ENFERMERÍA,22,1,0,0,0,0,0,6,15.977,15.773
ENFERMERÍA,34,1,0,1,0,0,1,1,15.932,15.636
ENFERMERÍA,21,1,0,0,0,0,1,9,16.068,15.409
ENFERMERÍA,23,1,0,1,1,1,0,2,17.432,17.227
ENFERMERÍA,19,1,0,0,0,0,1,5,16.364,16.409
ENFERMERÍA,18,1,0,0,0,0,0,2,16.432,16.545
ENFERMERÍA,46,1,2,1,1,0,1,6,17.227,17.227
ENFERMERÍA,20,1,0,0,0,0,2,7,13,9.167
ENFERMERÍA,19,1,0,0,1,1,2,2,15.432,14.227
ENFERMERÍA,29,1,0,1,0,0,1,8,16.114,16.136
ENFERMERÍA,19,1,0,0,0,0,2,3,16.682,16.682
ENFERMERÍA,20,0,0,0,1,0,0,1,15.818,15.818
ENFERMERÍA,20,1,0,0,1,0,2,2,15.091,15.091
ENFERMERÍA,27,1,0,0,1,0,0,6,17.114,16.955
ENFERMERÍA,17,1,0,0,0,0,2,1,16.614,16.318
ENFERMERÍA,19,1,0,0,1,1,2,4,17.636,16.955
ENFERMERÍA,19,1,0,0,0,0,2,5,15.727,15.545
ENFERMERÍA,24,1,0,0,1,1,0,9,14.977,14.409
ENFERMERÍA,31,1,0,1,1,1,0,3,15.591,15.864
ENFERMERÍA,23,1,0,0,0,0,2,7,17.136,16.818
ENFERMERÍA,22,1,0,0,0,0,1,5,16.886,16.864
ENFERMERÍA,18,1,1,0,0,0,1,2,17,16.682
ENFERMERÍA,20,1,0,1,1,0,0,8,15.091,15.045
ENFERMERÍA,25,1,0,0,1,0,1,7,15.2,14.389
ENFERMERÍA,23,1,0,0,1,1,1,5,16.114,16.045
ENFERMERÍA,18,1,0,0,1,0,0,3,17.205,17.5
ENFERMERÍA,19,1,0,0,0,1,0,3,16.909,16.273
ENFERMERÍA,25,1,0,0,0,1,2,9,16.273,16
ENFERMERÍA,18,1,0,1,1,1,0,2,16.675,16.273
ENFERMERÍA,22,1,0,0,1,1,1,7,14.805,14.227
ENFERMERÍA,34,1,2,1,1,0,0,2,14.302,14.19
ENFERMERÍA,21,1,0,1,1,1,2,6,15.295,14.682
ENFERMERÍA,24,0,0,0,1,1,1,8,14.909,14.909
ENFERMERÍA,18,1,0,0,0,0,0,2,16.455,16.455
ENFERMERÍA,19,1,0,0,0,0,2,2,17.932,17.864
ENFERMERÍA,18,0,0,0,0,1,2,2,15.273,14.727
ENFERMERÍA,25,1,0,0,1,1,2,8,16.386,16
ENFERMERÍA,24,1,0,0,1,1,2,6,17.341,17
ENFERMERÍA,18,1,0,0,1,0,1,2,16.386,16.318
ENFERMERÍA,30,1,0,0,1,1,1,2,16,16.409
ENFERMERÍA,19,0,0,0,1,0,1,2,15.795,15.273
ENFERMERÍA,19,1,0,0,1,0,0,2,15.955,15.773
ENFERMERÍA,22,0,0,0,0,0,0,9,16.159,15.909
ENFERMERÍA,18,1,0,0,0,0,2,2,14.773,13.5
ENFERMERÍA,17,1,0,0,1,0,0,1,15.465,14.364
ENFERMERÍA,24,1,0,0,1,0,2,4,16.659,16.591
ENFERMERÍA,18,1,0,0,0,0,1,2,15.818,15.091
ENFERMERÍA,40,1,1,1,1,0,2,2,17.091,16.818
ENFERMERÍA,18,1,0,0,0,0,1,2,17.841,18.091
ENFERMERÍA,35,1,2,1,1,0,0,5,17.182,16.318
ENFERMERÍA,24,1,0,0,0,0,1,3,15.263,14
ENFERMERÍA,20,1,0,0,0,0,0,4,16.455,16.318
ENFERMERÍA,28,1,0,0,1,0,0,8,16.295,16.591
ENFERMERÍA,18,1,0,0,1,0,2,1,15.182,15.182
ENFERMERÍA,19,1,0,0,0,0,1,2,16.37,15.364
ENFERMERÍA,19,1,0,0,1,1,0,2,16.818,16.364
ENFERMERÍA,31,1,2,1,1,0,2,6,17.909,17.909
ENFERMERÍA,28,1,0,0,1,0,0,8,16.341,16.455
ENFERMERÍA,18,0,0,0,1,0,2,1,15.75,15.864
ENFERMERÍA,18,1,0,0,1,0,1,1,16.568,16.136
ENFERMERÍA,25,0,0,0,1,1,2,6,15.909,15.5
ENFERMERÍA,20,1,0,0,1,1,2,6,9.227,3.818
ENFERMERÍA,29,1,0,0,0,0,0,6,15.818,15.818
ENFERMERÍA,28,1,0,0,1,1,1,2,17.409,16.955
ENFERMERÍA,23,1,0,0,1,1,2,4,15.795,14.727
ENFERMERÍA,25,1,0,0,0,1,1,8,16.159,16.045
ENFERMERÍA,22,0,0,0,0,0,0,1,15.5,15.136
ENFERMERÍA,29,1,0,0,1,1,0,3,17.568,17.273
ENFERMERÍA,33,1,2,1,1,0,0,2,15.818,15.864
ENFERMERÍA,32,1,0,1,1,0,0,2,15,14.857
ENFERMERÍA,25,1,0,0,1,1,2,3,14.698,14.476
ENFERMERÍA,25,1,0,0,1,1,2,3,16.932,17
ENFERMERÍA,17,1,0,0,0,0,1,7,14.682,13.773
ENFERMERÍA,19,1,1,0,0,0,1,3,14.636,14.273
ENFERMERÍA,19,1,0,0,1,0,1,1,14.545,14.545
ENFERMERÍA,20,1,0,0,0,0,1,4,17.614,17.409
ENFERMERÍA,21,1,0,0,0,0,0,8,17.159,17.318
ENFERMERÍA,18,1,0,0,0,1,2,2,15.841,15.5
ENFERMERÍA,22,0,0,0,1,0,0,5,15.591,15.727
ENFERMERÍA,19,1,0,0,1,0,1,4,16.386,15.773
ENFERMERÍA,19,1,0,0,1,1,0,3,16.273,16
ENFERMERÍA,21,1,0,0,0,0,0,3,0,0
ENFERMERÍA,21,1,0,0,1,1,2,4,15.205,14.455
ENFERMERÍA,22,1,0,0,1,1,1,1,15.955,15.273
ENFERMERÍA,17,0,0,0,0,0,0,1,15.659,15.591
ENFERMERÍA,18,0,0,0,1,1,0,3,16.386,16.591
ENFERMERÍA,25,1,0,0,1,1,1,7,13.909,13.909
ENFERMERÍA,20,0,0,0,1,0,1,2,17.864,18.045
ENFERMERÍA,20,1,2,0,1,0,1,6,15.886,15.864
ENFERMERÍA,17,1,0,0,1,1,1,1,15.568,14.727
ENFERMERÍA,22,1,0,0,1,1,2,9,16,15.263
ENFERMERÍA,18,1,0,0,1,0,1,1,15.5,15.5
ENFERMERÍA,29,1,0,0,1,1,2,8,12.818,12.818
ENFERMERÍA,23,1,0,0,1,0,2,8,15.955,15.955
ENFERMERÍA,24,1,0,0,0,0,2,9,15.477,15.045
ENFERMERÍA,26,1,0,0,1,0,1,5,0,0
ENFERMERÍA,24,1,0,1,1,1,1,4,15.955,15.955
ENFERMERÍA,17,1,0,0,0,0,0,1,15.227,15.682
ENFERMERÍA,19,1,0,0,0,0,1,2,15.182,15.182
ENFERMERÍA,28,1,0,1,1,0,2,7,17.909,17.591
ENFERMERÍA,21,0,0,0,0,0,1,1,16.447,16.7
ENFERMERÍA,28,1,0,0,1,0,2,8,16.841,16.682
ENFERMERÍA,22,1,0,0,1,1,0,8,14,13
ENFERMERÍA,23,1,0,0,1,1,1,7,15.795,15.864
ENFERMERÍA,25,1,0,0,1,1,0,2,16.977,16.909
ENFERMERÍA,21,1,0,0,1,1,0,4,16.568,16
ENFERMERÍA,36,1,2,1,1,0,0,2,16.795,16.045
ENFERMERÍA,31,1,0,0,1,1,2,6,16.318,16
ENFERMERÍA,18,1,0,0,1,0,0,3,15.122,15.15
ENFERMERÍA,19,1,0,0,1,0,0,1,16.205,16.773
ENFERMERÍA,36,0,2,1,1,0,2,2,15.955,15.955
ENFERMERÍA,19,1,0,0,0,0,2,3,15.455,15.455
ENFERMERÍA,26,1,0,0,0,1,2,8,15.409,15.409
ENFERMERÍA,24,0,0,0,0,1,1,8,14.409,14.409
ENFERMERÍA,18,0,0,1,1,0,2,2,15.318,15.318
ENFERMERÍA,21,1,0,0,0,1,1,7,0,0
ENFERMERÍA,18,1,0,0,0,0,1,1,15.773,15.773
ENFERMERÍA,23,1,0,1,1,1,0,3,4.136,4.136
ENFERMERÍA,40,1,2,1,1,1,2,7,15,15
ENFERMERÍA,20,1,0,0,0,0,0,7,17.727,17.727
ENFERMERÍA,24,1,0,0,1,0,1,7,17.409,17.409
ENFERMERÍA,19,1,0,0,0,0,2,2,17.455,17.455
ENFERMERÍA,21,1,0,0,1,1,1,1,16,16
ENFERMERÍA,22,1,0,0,1,1,0,10,14.81,14.81
ENFERMERÍA,17,1,0,0,1,0,2,1,14.409,14.409
ENFERMERÍA,18,1,0,0,0,0,2,3,16.364,16.364
ENFERMERÍA,19,1,0,0,0,0,0,2,15.636,15.636
ENFERMERÍA,18,1,0,0,0,1,0,2,14.636,14.636
ENFERMERÍA,26,1,0,0,1,0,2,8,15.636,15.636
ENFERMERÍA,17,1,0,0,1,0,2,1,14.909,14.909
ENFERMERÍA,20,1,0,0,1,0,1,3,15.682,15.682
ENFERMERÍA,20,1,0,0,1,1,0,2,14.636,14.636
ENFERMERÍA,19,1,0,0,0,0,1,4,15.182,15.182
ENFERMERÍA,21,1,0,0,0,0,2,9,16.5,16.5
ENFERMERÍA,17,1,0,0,0,0,2,1,18.318,18.318
ENFERMERÍA,23,1,0,0,1,0,2,7,15.294,15.294
ENFERMERÍA,24,1,0,1,1,1,2,1,15.545,15.545
ENFERMERÍA,21,1,0,0,1,1,2,2,15.955,15.955
ENFERMERÍA,19,0,0,0,0,1,0,1,17.409,17.409
ENFERMERÍA,18,1,0,0,1,1,1,2,12.364,12.364
ENFERMERÍA,30,0,0,1,1,0,2,10,18.091,18.091
ENFERMERÍA,25,0,0,0,1,1,1,9,16.273,16.273
ENFERMERÍA,26,0,0,0,1,1,2,2,14.091,14.091
ENFERMERÍA,21,1,0,0,1,1,0,7,15.545,15.545
ENFERMERÍA,17,1,0,0,0,0,1,1,16.545,16.545
ENFERMERÍA,19,1,0,0,0,1,0,2,15.682,15.682
ENFERMERÍA,19,1,0,1,1,0,1,2,17.364,17.364
ENFERMERÍA,19,0,0,0,0,0,1,4,17.818,17.818
INGENIERÍA INDUSTRIAL,20,0,0,0,0,0,1,7,14.923,14.308
INGENIERÍA INDUSTRIAL,24,0,0,0,1,1,2,4,14.058,14.353
INGENIERÍA INDUSTRIAL,22,1,0,0,0,0,1,9,13.769,14.611
INGENIERÍA INDUSTRIAL,23,1,0,0,1,0,1,10,14.103,14
INGENIERÍA INDUSTRIAL,23,1,0,0,1,0,1,10,14.314,14
INGENIERÍA INDUSTRIAL,23,0,0,0,1,0,0,9,13.921,13.813
INGENIERÍA INDUSTRIAL,24,0,0,0,1,0,0,10,11.478,14.444
INGENIERÍA INDUSTRIAL,26,0,0,0,1,0,1,10,14.813,16.182
INGENIERÍA INDUSTRIAL,21,0,0,0,1,1,2,10,14.685,15.714
INGENIERÍA INDUSTRIAL,28,0,0,0,1,1,2,8,15.884,15.714
INGENIERÍA INDUSTRIAL,21,1,0,0,0,0,2,8,11.763,15.182
INGENIERÍA INDUSTRIAL,25,0,0,0,0,0,1,7,14.161,5.727
INGENIERÍA INDUSTRIAL,22,1,0,0,1,0,1,9,14.332,17
INGENIERÍA INDUSTRIAL,28,0,0,0,1,0,2,9,13.743,14.136
INGENIERÍA INDUSTRIAL,23,1,0,0,0,0,1,10,11.729,12.786
INGENIERÍA INDUSTRIAL,23,0,0,0,0,0,1,9,15.631,14.909
INGENIERÍA INDUSTRIAL,22,1,0,0,0,0,2,9,12.875,13.765
INGENIERÍA INDUSTRIAL,21,0,0,0,1,0,1,2,13.496,14
INGENIERÍA INDUSTRIAL,23,1,0,0,1,0,0,8,9.718,6.857
INGENIERÍA INDUSTRIAL,29,1,0,1,0,0,1,10,11.732,6.875
INGENIERÍA INDUSTRIAL,25,0,0,0,1,1,1,9,13.899,13.714
INGENIERÍA INDUSTRIAL,26,0,0,0,1,0,2,9,14.488,14.211
INGENIERÍA INDUSTRIAL,20,1,0,0,0,1,0,8,14.781,14.091
INGENIERÍA INDUSTRIAL,37,0,1,1,1,1,1,10,13.112,10.4
